Units,Weight ,Value,Country Name,Description,Commodity Code
0,63,1719,PORTUGAL,OTHER LOW FAT SOLID MILK,04021090
0,1306,10496,GERMANY,OTHER LOW FAT SOLID MILK,04021090
0,171,3421,NETHERLANDS,OTHER LOW FAT SOLID MILK,04021090
0,531,4378,FRANCE,OTHER LOW FAT SOLID MILK,04021090
0,650,4125,Other Countries,OTHER LOW FAT SOLID MILK,04021090
0,1286,23572,UNITED ARAB EMIRATES,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,175,1479,SINGAPORE,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,7734,73220,NEW ZEALAND,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,86,1167,U.S.A,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,1672,13083,IRELAND,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,174,1675,DENMARK,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,368,2983,GERMANY,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,490,5579,NETHERLANDS,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,176,1654,BELGIUM,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,968,8349,FRANCE,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,408,4127,Other Countries,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
0,10889,133890,SULTANATE OF OMAN,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,35990,608969,UNITED ARAB EMIRATES,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,186,1791,THAILAND,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,174,2143,MALAYSIA,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,465,3269,SINGAPORE,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,786,5794,AUSTRALIA,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,14973,135765,NEW ZEALAND,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,421,3641,U.S.A,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,790,6537,IRELAND,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,145,1465,SWEDEN,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,569,5630,DENMARK,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,988,6980,GERMANY,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,6852,74032,NETHERLANDS,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,1096,15823,BELGIUM,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,614,12692,FRANCE,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,698,5780,Other Countries,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
0,580,8984,SULTANATE OF OMAN,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,504,3982,AUSTRALIA,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,8487,73782,NEW ZEALAND,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,850,8110,URUGUAY,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,300,2704,IRELAND,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,1825,13876,FINLAND,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,1212,9414,SWEDEN,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,164,1175,DENMARK,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,174,3113,SWITZERLAND,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,3031,22299,GERMANY,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,18737,153062,NETHERLANDS,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,2264,21041,BELGIUM,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,288,2286,UNITED KINGDOM,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,8713,68896,FRANCE,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,273,1841,Other Countries,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022910
0,159,1945,SULTANATE OF OMAN,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,438,2879,UNITED ARAB EMIRATES,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,668,2891,MALAYSIA,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,1416,12373,NEW ZEALAND,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,693,10715,DENMARK,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,170,1162,GERMANY,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,499,2558,NETHERLANDS,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,222,1821,BELGIUM,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,698,4178,FRANCE,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,478,3997,Other Countries,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
0,3148,6466,KUWAIT,"OTHER MILK, UNSWEETENED",04029110
0,1541,7338,REPUBLIC OF YEMEN,"OTHER MILK, UNSWEETENED",04029110
0,1986,11824,UNITED ARAB EMIRATES,"OTHER MILK, UNSWEETENED",04029110
0,3591,47875,NEW ZEALAND,"OTHER MILK, UNSWEETENED",04029110
0,237,2025,SWEDEN,"OTHER MILK, UNSWEETENED",04029110
0,3996,40690,GERMANY,"OTHER MILK, UNSWEETENED",04029110
0,1502,12693,NETHERLANDS,"OTHER MILK, UNSWEETENED",04029110
0,78,1266,BELGIUM,"OTHER MILK, UNSWEETENED",04029110
0,245,2535,CZECH REPUBLIC,"OTHER MILK, UNSWEETENED",04029110
0,494,2970,Other Countries,"OTHER MILK, UNSWEETENED",04029110
0,162,1556,BAHRAIN,"OTHER CREAM, UNSWEETENED",04029120
0,11343,92861,UNITED ARAB EMIRATES,"OTHER CREAM, UNSWEETENED",04029120
0,657,5566,EGYPT,"OTHER CREAM, UNSWEETENED",04029120
0,1823,16361,DENMARK,"OTHER CREAM, UNSWEETENED",04029120
0,1010,8451,NETHERLANDS,"OTHER CREAM, UNSWEETENED",04029120
0,1069,10331,FRANCE,"OTHER CREAM, UNSWEETENED",04029120
0,136,1044,Other Countries,"OTHER CREAM, UNSWEETENED",04029120
0,10163,42141,KUWAIT,"OTHER MILK, SWEETENED",04029910
0,1983,11119,REPUBLIC OF YEMEN,"OTHER MILK, SWEETENED",04029910
0,223,1885,UNITED ARAB EMIRATES,"OTHER MILK, SWEETENED",04029910
0,435,1587,MALAYSIA,"OTHER MILK, SWEETENED",04029910
0,9856,92800,NEW ZEALAND,"OTHER MILK, SWEETENED",04029910
0,82,1006,U.S.A,"OTHER MILK, SWEETENED",04029910
0,7863,76601,BRAZIL,"OTHER MILK, SWEETENED",04029910
0,4018,26821,GERMANY,"OTHER MILK, SWEETENED",04029910
0,11806,91153,NETHERLANDS,"OTHER MILK, SWEETENED",04029910
0,392,2769,Other Countries,"OTHER MILK, SWEETENED",04029910
0,3325,42199,KUWAIT,"OTHER CREAM, SWEETENED",04029920
0,222,1049,UNITED ARAB EMIRATES,"OTHER CREAM, SWEETENED",04029920
0,251,1859,EGYPT,"OTHER CREAM, SWEETENED",04029920
0,3434,28850,DENMARK,"OTHER CREAM, SWEETENED",04029920
0,348,2859,GERMANY,"OTHER CREAM, SWEETENED",04029920
0,7807,95920,NETHERLANDS,"OTHER CREAM, SWEETENED",04029920
0,81,1203,BELGIUM,"OTHER CREAM, SWEETENED",04029920
0,488,3916,FRANCE,"OTHER CREAM, SWEETENED",04029920
0,199,1856,Other Countries,"OTHER CREAM, SWEETENED",04029920
0,14698,191061,TURKEY,LABNAH,04039010
0,121,2646,POLAND,LABNAH,04039010
0,215,1811,Other Countries,LABNAH,04039010
0,160,1098,NEW ZEALAND,LABAN,04039020
0,200,1553,IRELAND,LABAN,04039020
0,173,1181,SWEDEN,LABAN,04039020
0,325,2231,GERMANY,LABAN,04039020
0,415,2888,BELGIUM,LABAN,04039020
0,168,1179,UNITED KINGDOM,LABAN,04039020
0,19,292,Other Countries,LABAN,04039020
0,98,1649,UNITED ARAB EMIRATES,OTHER MILK AND CREAM,04039090
0,182,3222,AUSTRALIA,OTHER MILK AND CREAM,04039090
0,173,2014,NETHERLANDS,OTHER MILK AND CREAM,04039090
0,411,4019,Other Countries,OTHER MILK AND CREAM,04039090
0,289,6796,DENMARK,WHEY,04041000
0,241,1489,GERMANY,WHEY,04041000
0,2290,8667,FRANCE,WHEY,04041000
0,365,1374,ITALY,WHEY,04041000
0,506,2115,POLAND,WHEY,04041000
0,360,1211,UKRAINE,WHEY,04041000
0,1427,6650,Other Countries,WHEY,04041000
0,69,1297,SULTANATE OF OMAN,OTHER WHEY,04049000
0,697,10607,NEW ZEALAND,OTHER WHEY,04049000
0,770,4636,DENMARK,OTHER WHEY,04049000
0,201,1198,GERMANY,OTHER WHEY,04049000
0,1136,5848,Other Countries,OTHER WHEY,04049000
0,52,1468,KUWAIT,BUTTER,04051000
0,5358,23820,UNITED ARAB EMIRATES,BUTTER,04051000
0,719,6774,AUSTRALIA,BUTTER,04051000
0,14679,187852,NEW ZEALAND,BUTTER,04051000
0,1942,33308,U.S.A,BUTTER,04051000
0,1081,14286,IRELAND,BUTTER,04051000
0,525,6246,FINLAND,BUTTER,04051000
0,5881,116651,DENMARK,BUTTER,04051000
0,964,14206,SWITZERLAND,BUTTER,04051000
0,1150,17627,PORTUGAL,BUTTER,04051000
0,1428,19265,GERMANY,BUTTER,04051000
0,536,7749,NETHERLANDS,BUTTER,04051000
0,624,7641,BELGIUM,BUTTER,04051000
0,1024,15014,UNITED KINGDOM,BUTTER,04051000
0,1109,19106,FRANCE,BUTTER,04051000
0,52,1489,TURKEY,BUTTER,04051000
0,157,1795,POLAND,BUTTER,04051000
0,187,2416,ESTONIA,BUTTER,04051000
0,6556,86738,LITHUANIA,BUTTER,04051000
0,775,6116,Other Countries,BUTTER,04051000
0,135,2294,MALAYSIA,DAIRY SPREADS,04052000
0,1159,15408,NEW ZEALAND,DAIRY SPREADS,04052000
0,112,2059,NETHERLANDS,DAIRY SPREADS,04052000
0,98,1691,FRANCE,DAIRY SPREADS,04052000
0,306,2101,Other Countries,DAIRY SPREADS,04052000
0,151,1954,UNITED ARAB EMIRATES,GREASY MATERIALS DERIVED FROM MILK,04059000
0,370,7758,INDIA,GREASY MATERIALS DERIVED FROM MILK,04059000
0,575,6441,MALAYSIA,GREASY MATERIALS DERIVED FROM MILK,04059000
0,237,2106,AUSTRALIA,GREASY MATERIALS DERIVED FROM MILK,04059000
0,4807,59059,NEW ZEALAND,GREASY MATERIALS DERIVED FROM MILK,04059000
0,335,2989,IRELAND,GREASY MATERIALS DERIVED FROM MILK,04059000
0,295,3801,GERMANY,GREASY MATERIALS DERIVED FROM MILK,04059000
0,957,14462,NETHERLANDS,GREASY MATERIALS DERIVED FROM MILK,04059000
0,120,2024,BELGIUM,GREASY MATERIALS DERIVED FROM MILK,04059000
0,2268,40593,FRANCE,GREASY MATERIALS DERIVED FROM MILK,04059000
0,427,3868,Other Countries,GREASY MATERIALS DERIVED FROM MILK,04059000
0,140,2655,JORDAN,FRESH CHEESE AND CURD,04061000
0,477,10822,MOROCCO,FRESH CHEESE AND CURD,04061000
0,7259,104370,EGYPT,FRESH CHEESE AND CURD,04061000
0,284,4389,AUSTRALIA,FRESH CHEESE AND CURD,04061000
0,818,14508,NEW ZEALAND,FRESH CHEESE AND CURD,04061000
0,1271,16912,U.S.A,FRESH CHEESE AND CURD,04061000
0,1553,18599,CANADA,FRESH CHEESE AND CURD,04061000
0,376,4431,ARGENTINA,FRESH CHEESE AND CURD,04061000
0,117,1077,IRELAND,FRESH CHEESE AND CURD,04061000
0,23066,192941,DENMARK,FRESH CHEESE AND CURD,04061000
0,3386,61070,GERMANY,FRESH CHEESE AND CURD,04061000
0,130,1526,BELGIUM,FRESH CHEESE AND CURD,04061000
0,405,5454,UNITED KINGDOM,FRESH CHEESE AND CURD,04061000
0,4467,93710,FRANCE,FRESH CHEESE AND CURD,04061000
0,115,2301,ITALY,FRESH CHEESE AND CURD,04061000
0,793,10983,TURKEY,FRESH CHEESE AND CURD,04061000
0,700,15784,CYPRUS,FRESH CHEESE AND CURD,04061000
0,6243,121370,POLAND,FRESH CHEESE AND CURD,04061000
0,1657,12471,HUNGARY,FRESH CHEESE AND CURD,04061000
0,566,2709,ROMANIA,FRESH CHEESE AND CURD,04061000
0,248,2354,LITHUANIA,FRESH CHEESE AND CURD,04061000
0,1358,19988,CZECH REPUBLIC,FRESH CHEESE AND CURD,04061000
0,349,3172,Other Countries,FRESH CHEESE AND CURD,04061000
0,1278,19588,NEW ZEALAND,GRATED OR POWDERED CHEESE,04062000
0,3079,50333,U.S.A,GRATED OR POWDERED CHEESE,04062000
0,578,6821,CANADA,GRATED OR POWDERED CHEESE,04062000
0,592,2544,DENMARK,GRATED OR POWDERED CHEESE,04062000
0,52,1143,NETHERLANDS,GRATED OR POWDERED CHEESE,04062000
0,959,11358,FRANCE,GRATED OR POWDERED CHEESE,04062000
0,251,3248,TURKEY,GRATED OR POWDERED CHEESE,04062000
0,76,1426,CYPRUS,GRATED OR POWDERED CHEESE,04062000
0,356,3405,POLAND,GRATED OR POWDERED CHEESE,04062000
0,214,2781,Other Countries,GRATED OR POWDERED CHEESE,04062000
0,854,15581,JORDAN,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,10185,285618,BAHRAIN,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,360,7097,INDIA,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,251,5090,MOROCCO,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,10665,124969,EGYPT,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,749,13208,AUSTRALIA,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,1016,15211,U.S.A,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,439,5017,ARGENTINA,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,6220,101150,DENMARK,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,125,1412,AUSTRIA,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,276,3256,GERMANY,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,228,3153,UNITED KINGDOM,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,1748,41634,FRANCE,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,52,1245,ITALY,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,61,1047,TURKEY,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,77,1820,CYPRUS,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,4264,97226,POLAND,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,277,1218,ROMANIA,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,209,4088,CZECH REPUBLIC,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,562,3594,Other Countries,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
0,4028,32261,EGYPT,FRESH FERMENTED CREAM CHEESE,04069010
0,93,1001,NEW ZEALAND,FRESH FERMENTED CREAM CHEESE,04069010
0,278,5052,U.S.A,FRESH FERMENTED CREAM CHEESE,04069010
0,42,1460,IRELAND,FRESH FERMENTED CREAM CHEESE,04069010
0,256,2304,GERMANY,FRESH FERMENTED CREAM CHEESE,04069010
0,579,16735,NETHERLANDS,FRESH FERMENTED CREAM CHEESE,04069010
0,39,1055,UNITED KINGDOM,FRESH FERMENTED CREAM CHEESE,04069010
0,498,10360,FRANCE,FRESH FERMENTED CREAM CHEESE,04069010
0,29,1091,ITALY,FRESH FERMENTED CREAM CHEESE,04069010
0,606,8998,HUNGARY,FRESH FERMENTED CREAM CHEESE,04069010
0,297,2693,Other Countries,FRESH FERMENTED CREAM CHEESE,04069010
0,201,2585,BAHRAIN,SOLID OR SEMI-SOLID CHEESE,04069020
0,218,2136,EGYPT,SOLID OR SEMI-SOLID CHEESE,04069020
0,973,13386,AUSTRALIA,SOLID OR SEMI-SOLID CHEESE,04069020
0,7360,80904,NEW ZEALAND,SOLID OR SEMI-SOLID CHEESE,04069020
0,1360,20915,U.S.A,SOLID OR SEMI-SOLID CHEESE,04069020
0,275,1869,ARGENTINA,SOLID OR SEMI-SOLID CHEESE,04069020
0,5388,63988,IRELAND,SOLID OR SEMI-SOLID CHEESE,04069020
0,301,1670,DENMARK,SOLID OR SEMI-SOLID CHEESE,04069020
0,494,6012,GERMANY,SOLID OR SEMI-SOLID CHEESE,04069020
0,309,8630,NETHERLANDS,SOLID OR SEMI-SOLID CHEESE,04069020
0,2478,23935,UNITED KINGDOM,SOLID OR SEMI-SOLID CHEESE,04069020
0,62,2776,FRANCE,SOLID OR SEMI-SOLID CHEESE,04069020
0,117,3344,ITALY,SOLID OR SEMI-SOLID CHEESE,04069020
0,64,1459,TURKEY,SOLID OR SEMI-SOLID CHEESE,04069020
0,199,3934,CYPRUS,SOLID OR SEMI-SOLID CHEESE,04069020
0,143,1619,POLAND,SOLID OR SEMI-SOLID CHEESE,04069020
0,212,3192,HUNGARY,SOLID OR SEMI-SOLID CHEESE,04069020
0,242,1641,LATVIA,SOLID OR SEMI-SOLID CHEESE,04069020
0,128,2721,"E.D.,N.E.S",SOLID OR SEMI-SOLID CHEESE,04069020
0,82,1125,Other Countries,SOLID OR SEMI-SOLID CHEESE,04069020
0,1561,19735,NEW ZEALAND,OTHER CHEESE,04069030
0,180,2206,U.S.A,OTHER CHEESE,04069030
0,221,2432,CANADA,OTHER CHEESE,04069030
0,1733,17521,IRELAND,OTHER CHEESE,04069030
0,204,1107,DENMARK,OTHER CHEESE,04069030
0,253,2972,GERMANY,OTHER CHEESE,04069030
0,1726,18938,UNITED KINGDOM,OTHER CHEESE,04069030
0,1764,20154,POLAND,OTHER CHEESE,04069030
0,211,2210,Other Countries,OTHER CHEESE,04069030
0,58,1145,JORDAN,OTHER CHEESE,04069090
0,370,4242,UNITED ARAB EMIRATES,OTHER CHEESE,04069090
0,86,1455,TUNISIA,OTHER CHEESE,04069090
0,4248,45459,EGYPT,OTHER CHEESE,04069090
0,200,2440,NEW ZEALAND,OTHER CHEESE,04069090
0,2320,38831,U.S.A,OTHER CHEESE,04069090
0,2871,34659,IRELAND,OTHER CHEESE,04069090
0,18094,251269,DENMARK,OTHER CHEESE,04069090
0,227,2581,AUSTRIA,OTHER CHEESE,04069090
0,1251,14105,GERMANY,OTHER CHEESE,04069090
0,224,2970,NETHERLANDS,OTHER CHEESE,04069090
0,301,4205,UNITED KINGDOM,OTHER CHEESE,04069090
0,507,7115,FRANCE,OTHER CHEESE,04069090
0,279,5833,ITALY,OTHER CHEESE,04069090
0,1634,23433,TURKEY,OTHER CHEESE,04069090
0,88,1590,SPAIN,OTHER CHEESE,04069090
0,678,16588,CYPRUS,OTHER CHEESE,04069090
0,452,5424,POLAND,OTHER CHEESE,04069090
0,2399,29262,HUNGARY,OTHER CHEESE,04069090
0,58,1143,BULGARIA,OTHER CHEESE,04069090
0,759,4067,ROMANIA,OTHER CHEESE,04069090
0,385,7192,CZECH REPUBLIC,OTHER CHEESE,04069090
0,360,5448,Other Countries,OTHER CHEESE,04069090
0,398,5104,INDIA,Fresh eggs for hatching of fowls of the species Gallus domesticus,04071100
0,183,1645,NETHERLANDS,Fresh eggs for hatching of fowls of the species Gallus domesticus,04071100
0,166,4988,UNITED KINGDOM,Fresh eggs for hatching of fowls of the species Gallus domesticus,04071100
0,88,1034,TURKEY,Fresh eggs for hatching of fowls of the species Gallus domesticus,04071100
0,21,695,Other Countries,Fresh eggs for hatching of fowls of the species Gallus domesticus,04071100
0,482,6891,JORDAN,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,827,15751,PAKISTAN,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,143,5764,INDIA,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,640,14013,BRAZIL,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,856,17907,NETHERLANDS,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,106,2274,BELGIUM,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,157,5136,UNITED KINGDOM,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,2440,39849,TURKEY,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,1161,25003,SPAIN,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,65,1671,"E.D.,N.E.S",OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,71,5243,Other Countries,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
0,2007,7281,KUWAIT,OTHER FRESH BIRDS EGGS,04072900
0,3139,13500,TURKEY,OTHER FRESH BIRDS EGGS,04072900
0,902,2110,UKRAINE,OTHER FRESH BIRDS EGGS,04072900
0,205,1422,Other Countries,OTHER FRESH BIRDS EGGS,04072900
0,395,8586,INDIA,DRIED EGG YOLKS,04081100
0,57,1136,DENMARK,DRIED EGG YOLKS,04081100
0,243,4943,UKRAINE,DRIED EGG YOLKS,04081100
0,46,1099,Other Countries,DRIED EGG YOLKS,04081100
0,676,5069,EGYPT,OTHER EGG YOLKS,04081900
0,189,1288,BRAZIL,OTHER EGG YOLKS,04081900
0,889,6214,NETHERLANDS,OTHER EGG YOLKS,04081900
0,290,1076,UNITED KINGDOM,OTHER EGG YOLKS,04081900
0,290,3521,FRANCE,OTHER EGG YOLKS,04081900
0,1140,4469,TURKEY,OTHER EGG YOLKS,04081900
0,240,1879,Other Countries,OTHER EGG YOLKS,04081900
0,288,7455,INDIA,"DRIED EGGS, NON-YOLKS",04089100
0,132,2401,DENMARK,"DRIED EGGS, NON-YOLKS",04089100
0,110,1887,UKRAINE,"DRIED EGGS, NON-YOLKS",04089100
0,24,594,Other Countries,"DRIED EGGS, NON-YOLKS",04089100
0,166,3532,INDIA,OTHER PARTS OF EGGS,04089900
0,275,2181,EGYPT,OTHER PARTS OF EGGS,04089900
0,137,1876,DENMARK,OTHER PARTS OF EGGS,04089900
0,172,1740,FRANCE,OTHER PARTS OF EGGS,04089900
0,212,2672,Other Countries,OTHER PARTS OF EGGS,04089900
0,908,4475,REPUBLIC OF YEMEN,NATURAL HONEY,04090000
0,3527,36003,PAKISTAN,NATURAL HONEY,04090000
0,865,8388,INDIA,NATURAL HONEY,04090000
0,2184,16205,CHINA,NATURAL HONEY,04090000
0,748,8030,EGYPT,NATURAL HONEY,04090000
0,443,4821,AUSTRALIA,NATURAL HONEY,04090000
0,32,6745,NEW ZEALAND,NATURAL HONEY,04090000
0,108,1149,GUATEMALA,NATURAL HONEY,04090000
0,1599,14726,ARGENTINA,NATURAL HONEY,04090000
0,733,8681,MEXICO,NATURAL HONEY,04090000
0,137,6509,SWITZERLAND,NATURAL HONEY,04090000
0,33,1009,AUSTRIA,NATURAL HONEY,04090000
0,523,27106,GERMANY,NATURAL HONEY,04090000
0,8,1944,NETHERLANDS,NATURAL HONEY,04090000
0,531,5949,TURKEY,NATURAL HONEY,04090000
0,466,7400,SPAIN,NATURAL HONEY,04090000
0,84,1684,ROMANIA,NATURAL HONEY,04090000
0,639,8758,Other Countries,NATURAL HONEY,04090000
0,8,19524,U.S.A,BOVINE SEMEN,05111000
0,4,3663,CANADA,BOVINE SEMEN,05111000
0,0,507,Other Countries,BOVINE SEMEN,05111000
0,819,11294,JORDAN,OTHER EDIBLE FRUIT TREES OR BUSHES,06022090
0,264,4228,SPAIN,OTHER EDIBLE FRUIT TREES OR BUSHES,06022090
0,489,1445,Other Countries,OTHER EDIBLE FRUIT TREES OR BUSHES,06022090
0,354,5448,INDIA, Roses,06031100
0,409,3738,SRI LANKA, Roses,06031100
0,277,6792,THAILAND, Roses,06031100
0,94,1633,MALAYSIA, Roses,06031100
0,1289,14563,EGYPT, Roses,06031100
0,1848,43368,ETHIOPIA, Roses,06031100
0,3367,53436,KENYA, Roses,06031100
0,314,6004,SOUTH AFRICA, Roses,06031100
0,19,1239,NEW ZEALAND, Roses,06031100
0,90,1848,COLOMBIA, Roses,06031100
0,203,3271,ECUADOR, Roses,06031100
0,967,26568,NETHERLANDS, Roses,06031100
0,187,4121,Other Countries, Roses,06031100
0,107,2588,INDIA," Other Flowers, Shoots Cut Flowers For Bouquets Or For Decorating",06031900
0,208,3643,EGYPT," Other Flowers, Shoots Cut Flowers For Bouquets Or For Decorating",06031900
0,290,8263,ETHIOPIA," Other Flowers, Shoots Cut Flowers For Bouquets Or For Decorating",06031900
0,281,6735,KENYA," Other Flowers, Shoots Cut Flowers For Bouquets Or For Decorating",06031900
0,123,2060,Other Countries," Other Flowers, Shoots Cut Flowers For Bouquets Or For Decorating",06031900
0,1426,3462,GERMANY,FRESH POTATO SEED,07011000
0,26876,57392,NETHERLANDS,FRESH POTATO SEED,07011000
0,4362,10489,UNITED KINGDOM,FRESH POTATO SEED,07011000
0,1196,2523,FRANCE,FRESH POTATO SEED,07011000
0,843,2362,Other Countries,FRESH POTATO SEED,07011000
0,10681,9478,LEBANON,"OTHER POTATOES, FRESH",07019000
0,1608,2245,PAKISTAN,"OTHER POTATOES, FRESH",07019000
0,990,2507,BANGLADESH,"OTHER POTATOES, FRESH",07019000
0,1702,2100,GERMANY,"OTHER POTATOES, FRESH",07019000
0,420,1320,NETHERLANDS,"OTHER POTATOES, FRESH",07019000
0,1320,1613,FRANCE,"OTHER POTATOES, FRESH",07019000
0,2256,4117,Other Countries,"OTHER POTATOES, FRESH",07019000
0,3406,5181,SYRIA,"TOMATOES, FRESH OR CHILLED",07020000
0,158,1563,LEBANON,"TOMATOES, FRESH OR CHILLED",07020000
0,85314,143203,JORDAN,"TOMATOES, FRESH OR CHILLED",07020000
0,4459,17814,MOROCCO,"TOMATOES, FRESH OR CHILLED",07020000
0,211,1245,TUNISIA,"TOMATOES, FRESH OR CHILLED",07020000
0,44366,131971,EGYPT,"TOMATOES, FRESH OR CHILLED",07020000
0,475,6838,NETHERLANDS,"TOMATOES, FRESH OR CHILLED",07020000
0,62748,59605,TURKEY,"TOMATOES, FRESH OR CHILLED",07020000
0,1568,4529,Other Countries,"TOMATOES, FRESH OR CHILLED",07020000
0,29123,14532,REPUBLIC OF YEMEN,"ONIONS FOR FOOD (GREEN OR DRY RIND), FRESH",07031011
0,1907,1298,PAKISTAN,"ONIONS FOR FOOD (GREEN OR DRY RIND), FRESH",07031011
0,47427,40450,INDIA,"ONIONS FOR FOOD (GREEN OR DRY RIND), FRESH",07031011
